16.1245 2 2 1 
29.7378 3 3 1 2 
42.3556 3 3 1 2 
53.788 4 4 1 3 2 
42.2426 4 4 1 3 2 
33.4822 5 6 2 1 4 3 
52.1522 5 5 1 3 2 4 
59.6201 5 5 1 3 4 2 
50.9625 6 7 1 3 4 5 2 
57.4125 6 6 3 4 2 5 1 
87.4136 6 5 3 2 4 6 1 
53.8622 6 6 1 3 5 4 2 
33.7296 6 6 1 3 4 2 5 
81.7873 7 9 3 4 5 7 2 1 
100.53 8 9 3 1 2 10 4 6 5 
72.9256 6 1 3 2 4 6 5 
55.6312 7 8 1 3 6 5 4 2 
43.7409 8 8 1 3 6 4 7 2 5 
88.389 9 8 2 5 4 10 3 6 9 1 
77.7132 9 8 3 1 2 9 4 5 10 6 
108.624 10 1 9 4 10 5 12 3 2 7 6 
73.3296 7 1 7 3 2 4 6 5 
73.7882 9 8 1 3 6 7 5 9 4 2 
56.9029 9 9 1 3 6 7 4 8 2 5 
63.5232 10 2 8 5 4 3 11 6 7 10 1 
102.625 10 8 3 7 1 2 9 4 10 5 6 
118.703 11 1 10 4 9 5 13 3 7 8 2 6 
67.7777 10 9 1 8 3 2 6 11 7 4 5 
