cantGimnasios,cantPokeparadas,tamMochila,distanciaOriginal,distanciaNueva,cantPermutacionesParaMejorar,cantPermutacionesParaMantener,cantReemplazosParaMejorar,cantReemplazosParaMantener,tamCamino,tiempo
1,0,0,0,0,0,0,0,0,1,2669
1,0,0,0,0,0,0,0,0,1,1301
1,0,0,0,0,0,0,0,0,1,901
1,0,0,0,0,0,0,0,0,1,608
1,0,0,0,0,0,0,0,0,1,578
1,0,0,0,0,0,0,0,0,1,611
1,0,0,0,0,0,0,0,0,1,571
1,0,0,0,0,0,0,0,0,1,568
1,0,0,0,0,0,0,0,0,1,562
1,0,0,0,0,0,0,0,0,1,585
1,0,0,0,0,0,0,0,0,1,605
1,0,0,0,0,0,0,0,0,1,612
1,0,0,0,0,0,0,0,0,1,606
1,0,0,0,0,0,0,0,0,1,662
1,0,0,0,0,0,0,0,0,1,637
1,0,0,0,0,0,0,0,0,1,599
1,0,0,0,0,0,0,0,0,1,640
1,0,0,0,0,0,0,0,0,1,606
1,0,0,0,0,0,0,0,0,1,594
1,0,0,0,0,0,0,0,0,1,609
1,0,0,0,0,0,0,0,0,1,632
1,0,0,0,0,0,0,0,0,1,633
1,0,0,0,0,0,0,0,0,1,632
1,0,0,0,0,0,0,0,0,1,631
1,0,0,0,0,0,0,0,0,1,629
1,0,0,0,0,0,0,0,0,1,628
1,0,0,0,0,0,0,0,0,1,634
1,0,0,0,0,0,0,0,0,1,645
1,0,0,0,0,0,0,0,0,1,633
1,0,0,0,0,0,0,0,0,1,633
1,0,0,0,0,0,0,0,0,1,647
1,0,0,0,0,0,0,0,0,1,593
1,0,0,0,0,0,0,0,0,1,617
1,0,0,0,0,0,0,0,0,1,624
1,0,0,0,0,0,0,0,0,1,621
1,0,0,0,0,0,0,0,0,1,632
1,0,0,0,0,0,0,0,0,1,619
1,0,0,0,0,0,0,0,0,1,613
1,0,0,0,0,0,0,0,0,1,632
1,0,0,0,0,0,0,0,0,1,616
1,0,0,0,0,0,0,0,0,1,622
1,0,0,0,0,0,0,0,0,1,610
1,0,0,0,0,0,0,0,0,1,623
1,0,0,0,0,0,0,0,0,1,615
1,0,0,0,0,0,0,0,0,1,619
1,0,0,0,0,0,0,0,0,1,645
1,0,0,0,0,0,0,0,0,1,627
1,0,0,0,0,0,0,0,0,1,621
1,0,0,0,0,0,0,0,0,1,617
1,0,0,0,0,0,0,0,0,1,614
1,0,0,0,0,0,0,0,0,1,618
1,0,0,0,0,0,0,0,0,1,650
1,0,0,0,0,0,0,0,0,1,643
1,0,0,0,0,0,0,0,0,1,606
1,0,0,0,0,0,0,0,0,1,633
1,0,0,0,0,0,0,0,0,1,604
1,0,0,0,0,0,0,0,0,1,633
1,0,0,0,0,0,0,0,0,1,597
1,0,0,0,0,0,0,0,0,1,643
1,0,0,0,0,0,0,0,0,1,599
1,0,0,0,0,0,0,0,0,1,618
1,0,0,0,0,0,0,0,0,1,600
1,0,0,0,0,0,0,0,0,1,624
1,0,0,0,0,0,0,0,0,1,645
1,0,0,0,0,0,0,0,0,1,603
1,0,0,0,0,0,0,0,0,1,607
1,0,0,0,0,0,0,0,0,1,595
1,0,0,0,0,0,0,0,0,1,584
1,0,0,0,0,0,0,0,0,1,601
1,0,0,0,0,0,0,0,0,1,594
1,0,0,0,0,0,0,0,0,1,622
1,0,0,0,0,0,0,0,0,1,608
1,0,0,0,0,0,0,0,0,1,600
1,0,0,0,0,0,0,0,0,1,626
1,0,0,0,0,0,0,0,0,1,611
1,0,0,0,0,0,0,0,0,1,624
1,0,0,0,0,0,0,0,0,1,595
1,0,0,0,0,0,0,0,0,1,584
1,0,0,0,0,0,0,0,0,1,583
1,0,0,0,0,0,0,0,0,1,583
1,0,0,0,0,0,0,0,0,1,581
1,0,0,0,0,0,0,0,0,1,584
1,0,0,0,0,0,0,0,0,1,584
1,0,0,0,0,0,0,0,0,1,584
1,0,0,0,0,0,0,0,0,1,589
1,0,0,0,0,0,0,0,0,1,599
1,0,0,0,0,0,0,0,0,1,617
1,0,0,0,0,0,0,0,0,1,593
1,0,0,0,0,0,0,0,0,1,598
1,0,0,0,0,0,0,0,0,1,576
1,0,0,0,0,0,0,0,0,1,616
1,0,0,0,0,0,0,0,0,1,593
1,0,0,0,0,0,0,0,0,1,601
1,0,0,0,0,0,0,0,0,1,601
1,0,0,0,0,0,0,0,0,1,595
1,0,0,0,0,0,0,0,0,1,592
1,0,0,0,0,0,0,0,0,1,594
1,0,0,0,0,0,0,0,0,1,597
1,0,0,0,0,0,0,0,0,1,605
1,0,0,0,0,0,0,0,0,1,620
1,1,2,662,662,0,0,0,0,2,3438
1,1,2,662,662,0,0,0,0,2,2672
1,1,2,662,662,0,0,0,0,2,2965
1,1,2,662,662,0,0,0,0,2,1311
1,1,2,662,662,0,0,0,0,2,1159
1,1,2,662,662,0,0,0,0,2,1214
1,1,2,662,662,0,0,0,0,2,1178
1,1,2,662,662,0,0,0,0,2,1196
1,1,2,662,662,0,0,0,0,2,1120
1,1,2,662,662,0,0,0,0,2,1168
1,1,2,662,662,0,0,0,0,2,1132
1,1,2,662,662,0,0,0,0,2,1131
1,1,2,662,662,0,0,0,0,2,1125
1,1,2,662,662,0,0,0,0,2,1182
1,1,2,662,662,0,0,0,0,2,1181
1,1,2,662,662,0,0,0,0,2,1153
1,1,2,662,662,0,0,0,0,2,1184
1,1,2,662,662,0,0,0,0,2,1134
1,1,2,662,662,0,0,0,0,2,1160
1,1,2,662,662,0,0,0,0,2,1141
1,1,2,662,662,0,0,0,0,2,1222
1,1,2,662,662,0,0,0,0,2,1134
1,1,2,662,662,0,0,0,0,2,1193
1,1,2,662,662,0,0,0,0,2,1147
1,1,2,662,662,0,0,0,0,2,1156
1,1,2,662,662,0,0,0,0,2,1146
1,1,2,662,662,0,0,0,0,2,1172
1,1,2,662,662,0,0,0,0,2,1248
1,1,2,662,662,0,0,0,0,2,1111
1,1,2,662,662,0,0,0,0,2,1171
1,1,2,662,662,0,0,0,0,2,1178
1,1,2,662,662,0,0,0,0,2,1194
1,1,2,662,662,0,0,0,0,2,1183
1,1,2,662,662,0,0,0,0,2,1195
1,1,2,662,662,0,0,0,0,2,1205
1,1,2,662,662,0,0,0,0,2,1308
1,1,2,662,662,0,0,0,0,2,1261
1,1,2,662,662,0,0,0,0,2,1159
1,1,2,662,662,0,0,0,0,2,1304
1,1,2,662,662,0,0,0,0,2,1151
1,1,2,662,662,0,0,0,0,2,1178
1,1,2,662,662,0,0,0,0,2,1176
1,1,2,662,662,0,0,0,0,2,1210
1,1,2,662,662,0,0,0,0,2,1255
1,1,2,662,662,0,0,0,0,2,1156
1,1,2,662,662,0,0,0,0,2,1161
1,1,2,662,662,0,0,0,0,2,1148
1,1,2,662,662,0,0,0,0,2,1171
1,1,2,662,662,0,0,0,0,2,1125
1,1,2,662,662,0,0,0,0,2,1223
1,1,2,662,662,0,0,0,0,2,1217
1,1,2,662,662,0,0,0,0,2,1362
1,1,2,662,662,0,0,0,0,2,1246
1,1,2,662,662,0,0,0,0,2,1245
1,1,2,662,662,0,0,0,0,2,1228
1,1,2,662,662,0,0,0,0,2,1269
1,1,2,662,662,0,0,0,0,2,1187
1,1,2,662,662,0,0,0,0,2,1221
1,1,2,662,662,0,0,0,0,2,1174
1,1,2,662,662,0,0,0,0,2,1167
1,1,2,662,662,0,0,0,0,2,1197
1,1,2,662,662,0,0,0,0,2,1194
1,1,2,662,662,0,0,0,0,2,1261
1,1,2,662,662,0,0,0,0,2,1212
1,1,2,662,662,0,0,0,0,2,1228
1,1,2,662,662,0,0,0,0,2,1249
1,1,2,662,662,0,0,0,0,2,1206
1,1,2,662,662,0,0,0,0,2,1159
