cantGimnasios,cantPokeparadas,tamMochila,distancia,tamCamino,tiempo
1,0,12,0,1,7228
1,0,12,0,1,7364
1,0,12,0,1,7173
1,0,12,0,1,7285
1,0,12,0,1,7359
1,0,12,0,1,7389
1,0,12,0,1,7611
1,0,12,0,1,7293
1,0,12,0,1,7602
1,0,12,0,1,7304
1,0,12,0,1,7359
1,0,12,0,1,7312
1,0,12,0,1,7575
1,0,12,0,1,7095
1,0,12,0,1,7190
1,0,12,0,1,7190
1,0,12,0,1,7333
1,0,12,0,1,7254
