cantGimnasios,cantPokeparadas,tamMochila,distanciaOriginal,distanciaNueva,cantPermutacionesParaMejorar,cantPermutacionesParaMantener,cantReemplazosParaMejorar,cantReemplazosParaMantener,tamCamino,tiempo
27,96,12,11889,8368,49,0,43,0,80,12967489
27,96,12,11889,8368,49,0,43,0,80,13089215
27,96,12,11889,8368,49,0,43,0,80,13186955
27,96,12,11889,8368,49,0,43,0,80,12959994
27,96,12,11889,8368,49,0,43,0,80,12978718
27,96,12,11889,8368,49,0,43,0,80,12914231
27,96,12,11889,8368,49,0,43,0,80,12939519
27,96,12,11889,8368,49,0,43,0,80,12958496
27,96,12,11889,8368,49,0,43,0,80,12901011
27,96,12,11889,8368,49,0,43,0,80,13017861
27,96,12,11889,8368,49,0,43,0,80,12945266
27,96,12,11889,8368,49,0,43,0,80,12938020
27,96,12,11889,8368,49,0,43,0,80,12924153
27,96,12,11889,8368,49,0,43,0,80,12931986
27,96,12,11889,8368,49,0,43,0,80,12934961
27,96,12,11889,8368,49,0,43,0,80,12918938
27,96,12,11889,8368,49,0,43,0,80,12935883
27,96,12,11889,8368,49,0,43,0,80,12999359
27,96,12,11889,8368,49,0,43,0,80,12978981
27,96,12,11889,8368,49,0,43,0,80,13026149
27,96,12,11889,8368,49,0,43,0,80,12991875
27,96,12,11889,8368,49,0,43,0,80,12980375
27,96,12,11889,8368,49,0,43,0,80,12936240
27,96,12,11889,8368,49,0,43,0,80,12940559
27,96,12,11889,8368,49,0,43,0,80,12924784
27,96,12,11889,8368,49,0,43,0,80,12966636
27,96,12,11889,8368,49,0,43,0,80,12968383
27,96,12,11889,8368,49,0,43,0,80,12923154
27,96,12,11889,8368,49,0,43,0,80,12922914
27,96,12,11889,8368,49,0,43,0,80,12988665
27,96,12,11889,8368,49,0,43,0,80,12928147
27,96,12,11889,8368,49,0,43,0,80,12957021
27,96,12,11889,8368,49,0,43,0,80,12934520
27,96,12,11889,8368,49,0,43,0,80,12978185
27,96,12,11889,8368,49,0,43,0,80,12952700
27,96,12,11889,8368,49,0,43,0,80,12941339
27,96,12,11889,8368,49,0,43,0,80,12922580
27,96,12,11889,8368,49,0,43,0,80,12880637
27,96,12,11889,8368,49,0,43,0,80,12915464
27,96,12,11889,8368,49,0,43,0,80,12952444
27,96,12,11889,8368,49,0,43,0,80,12935745
27,96,12,11889,8368,49,0,43,0,80,13004119
27,96,12,11889,8368,49,0,43,0,80,12934908
27,96,12,11889,8368,49,0,43,0,80,12911560
27,96,12,11889,8368,49,0,43,0,80,12940811
27,96,12,11889,8368,49,0,43,0,80,12936676
27,96,12,11889,8368,49,0,43,0,80,12972989
27,96,12,11889,8368,49,0,43,0,80,12967454
27,96,12,11889,8368,49,0,43,0,80,12926522
27,96,12,11889,8368,49,0,43,0,80,12999897
27,96,12,11889,8368,49,0,43,0,80,12967912
27,96,12,11889,8368,49,0,43,0,80,12943395
27,96,12,11889,8368,49,0,43,0,80,12931294
27,96,12,11889,8368,49,0,43,0,80,12943892
27,96,12,11889,8368,49,0,43,0,80,12929879
27,96,12,11889,8368,49,0,43,0,80,12939961
27,96,12,11889,8368,49,0,43,0,80,12918084
27,96,12,11889,8368,49,0,43,0,80,12979700
27,96,12,11889,8368,49,0,43,0,80,13037899
27,96,12,11889,8368,49,0,43,0,80,12941381
27,96,12,11889,8368,49,0,43,0,80,12931694
27,96,12,11889,8368,49,0,43,0,80,12882560
27,96,12,11889,8368,49,0,43,0,80,12980584
27,96,12,11889,8368,49,0,43,0,80,12932894
27,96,12,11889,8368,49,0,43,0,80,12938617
27,96,12,11889,8368,49,0,43,0,80,12974000
27,96,12,11889,8368,49,0,43,0,80,12952622
27,96,12,11889,8368,49,0,43,0,80,12950584
27,96,12,11889,8368,49,0,43,0,80,12876424
27,96,12,11889,8368,49,0,43,0,80,12986592
27,96,12,11889,8368,49,0,43,0,80,12968412
27,96,12,11889,8368,49,0,43,0,80,12933270
27,96,12,11889,8368,49,0,43,0,80,12902830
27,96,12,11889,8368,49,0,43,0,80,12998060
27,96,12,11889,8368,49,0,43,0,80,12943135
27,96,12,11889,8368,49,0,43,0,80,12940019
27,96,12,11889,8368,49,0,43,0,80,12930520
27,96,12,11889,8368,49,0,43,0,80,12879447
27,96,12,11889,8368,49,0,43,0,80,12989048
27,96,12,11889,8368,49,0,43,0,80,12959460
27,96,12,11889,8368,49,0,43,0,80,12914037
27,96,12,11889,8368,49,0,43,0,80,13011482
27,96,12,11889,8368,49,0,43,0,80,12936118
27,96,12,11889,8368,49,0,43,0,80,12951950
27,96,12,11889,8368,49,0,43,0,80,12929911
27,96,12,11889,8368,49,0,43,0,80,12873328
27,96,12,11889,8368,49,0,43,0,80,12929360
27,96,12,11889,8368,49,0,43,0,80,12925393
27,96,12,11889,8368,49,0,43,0,80,12908690
27,96,12,11889,8368,49,0,43,0,80,12995390
27,96,12,11889,8368,49,0,43,0,80,12952919
27,96,12,11889,8368,49,0,43,0,80,12954407
27,96,12,11889,8368,49,0,43,0,80,12872085
27,96,12,11889,8368,49,0,43,0,80,12931978
27,96,12,11889,8368,49,0,43,0,80,12951755
27,96,12,11889,8368,49,0,43,0,80,12999895
27,96,12,11889,8368,49,0,43,0,80,13034804
27,96,12,11889,8368,49,0,43,0,80,13018669
27,96,12,11889,8368,49,0,43,0,80,12975985
27,96,12,11889,8368,49,0,43,0,80,12907199
42,83,12,19032,13166,87,0,17,0,119,19926168
42,83,12,19032,13166,87,0,17,0,119,20090709
42,83,12,19032,13166,87,0,17,0,119,19879431
42,83,12,19032,13166,87,0,17,0,119,19990614
42,83,12,19032,13166,87,0,17,0,119,19935537
42,83,12,19032,13166,87,0,17,0,119,19829779
42,83,12,19032,13166,87,0,17,0,119,19846511
42,83,12,19032,13166,87,0,17,0,119,19869616
42,83,12,19032,13166,87,0,17,0,119,19869304
42,83,12,19032,13166,87,0,17,0,119,20007111
42,83,12,19032,13166,87,0,17,0,119,19848980
42,83,12,19032,13166,87,0,17,0,119,19836284
42,83,12,19032,13166,87,0,17,0,119,19841146
