18.5418 3 13 10 1 
30.9836 5 13 12 1 5 2 
52.2827 9 6 10 2 4 7 1 9 14 3 
92.0798 9 12 3 11 4 9 2 5 13 1 
109.904 10 9 3 1 2 14 10 4 11 12 5 
134.777 11 14 1 9 4 10 5 12 3 7 2 6 
67.7777 10 9 1 8 3 2 6 11 7 4 5 
84.9603 11 12 4 7 8 2 14 6 5 13 3 1 
103.265 12 12 7 8 3 6 10 4 2 5 14 9 1 
120.283 12 9 6 4 12 7 1 5 13 3 8 2 10 
78.5428 12 4 2 3 9 10 12 8 6 1 11 7 5 
81.6696 12 6 5 3 11 9 7 4 12 2 10 8 1 
91.0672 13 12 10 3 5 7 13 2 8 6 11 4 1 9 
