13.4579 3 9 12 0 
30.7476 5 11 12 0 4 1 
38.9652 9 13 8 2 6 3 0 7 10 1 
61.3091 9 12 4 0 9 8 1 3 11 2 
74.2826 10 11 10 4 1 0 9 7 2 8 3 
94.7656 11 13 0 9 3 8 4 6 5 1 11 2 
48.4453 10 8 0 4 9 10 3 5 6 1 2 
74.4596 11 11 3 6 5 1 13 7 9 4 2 0 
70.0541 12 9 12 3 5 6 7 11 2 0 8 4 1 
72.1263 12 8 10 5 3 6 0 4 11 2 7 1 9 
77.1862 12 3 1 2 12 8 9 7 5 0 10 6 4 
79.496 12 0 7 9 1 11 3 6 10 8 2 4 5 
91.0672 13 11 9 2 4 6 12 1 7 5 10 3 0 8 
