gimnasios,paradas,mochila,distancia,cantciclos
1,13,6,18.5418,8835.98
2,12,6,30.9836,42151.5
3,11,6,52.2827,29202.7
4,10,6,92.0798,29980.3
5,9,6,109.904,24458.9
6,8,6,134.777,38008.7
7,7,6,67.7777,52525.8
8,6,6,84.9603,52082
9,5,6,103.265,66461.9
10,4,6,120.283,76842.6
11,3,6,78.5428,90198.6
12,2,6,81.6696,104758
13,1,6,91.0672,122841
