gimnasios,paradas,mochila,distancia,cantciclos
1,13,6,13.4579,2.74162e+06
2,12,6,30.7476,2.46972e+08
3,11,6,38.9652,5.39357e+08
4,10,6,61.3091,3.90102e+09
5,9,6,74.2826,3.44938e+10
6,8,6,94.7656,1.35952e+11
7,7,6,48.4453,2.18394e+09
8,6,6,74.4596,1.02139e+10
9,5,6,70.0541,1.88762e+10
10,4,6,72.1263,1.76065e+10
11,3,6,77.1862,1.18746e+11
12,2,6,79.496,2.95696e+10
13,1,6,91.0672,1.84285e+11
