16.1245 2 2 1 
42.3556 3 3 1 2 
33.4822 5 6 2 1 4 3 
57.4125 6 6 3 4 2 5 1 
100.53 8 9 3 1 2 10 4 6 5 
108.624 10 1 9 4 10 5 12 3 2 7 6 
67.7777 10 9 1 8 3 2 6 11 7 4 5 
