gimnasios,paradas,mochila,distancia,cantciclos
1,1,6,16.1245,26495.2
2,2,6,35.3838,114843
3,3,6,33.3893,532550
4,4,6,48.4996,4.42465e+06
5,5,6,60.1083,2.09385e+08
6,6,6,79.7146,2.87948e+09
7,7,6,48.4453,2.21225e+09
