gimnasios,paradas,mochila,distancia,cantciclos
1,1,6,16.1245,8475.98
2,2,6,42.3556,30875.4
3,3,6,33.4822,12691.3
4,4,6,57.4125,18087.7
5,5,6,100.53,24253.5
6,6,6,108.624,39759.4
7,7,6,67.7777,51369.6
