16.1245 2 1 0 
35.3838 3 1 2 0 
33.3893 5 5 1 3 0 2 
48.4996 6 4 0 5 2 3 1 
60.1083 8 8 2 7 0 9 1 3 4 
79.7146 10 7 0 9 3 8 4 11 2 1 5 
48.4453 10 8 0 4 9 10 3 5 6 1 2 
